"pageid","name","identity","align","eye","hair","sex","gsm","alive","appearances","firstappearance","company","multiverse"
"052048","Francisco Fuentes ","Secret","No info","No info","No info","Male","No","Deceased",10,"1997-10","Marvel","Earth-616"
"520637","J.W. ","Public","No info","No info","White","Male","No","Living",1,"2066-06","Marvel","Earth-616"
"520638","Dave ","Public","No info","No info","No info","Male","No","Living",2,"2066-06","Marvel","Earth-616"
"520674","Servicer ","No info","Bad","No info","No","Male","No","Living",5,"2011-06","Marvel","Earth-616"
"520686","All-Mother ","No Dual","No info","No info","No","Female","No","Deceased",1,"2011-11","Marvel","Earth-616"
"520717","Morton Clegstead ","Secret","Neutral","No info","No info","Male","No","Deceased",3,"1972-04","Marvel","Earth-616"
"520748","Chuck ","Public","No info","No info","Brown","Male","No","Living",6,"2063-05","Marvel","Earth-616"
"520749","Mac ","Public","No info","No info","No info","Male","No","Living",3,"2066-07","Marvel","Earth-616"
"520750","Dunn ","Public","No info","No info","Grey","Male","No","Living",1,"2066-07","Marvel","Earth-616"
"520775","Captain Luna ","No Dual","No info","Red","Brown","Female","No","Living",2,"2011-11","Marvel","Earth-616"
"052090","Mister Code ","Secret","Bad","No info","Black","Male","No","Deceased",3,"2003-12","Marvel","Earth-616"
"521111","Charles Barnabus ","Secret","No info","Grey","Black","Male","No","Living",1,"2001-12","Marvel","Earth-616"
"521137","Peter Sazlo ","Secret","Bad","No info","White","Male","No","Living",1,"2046-09","Marvel","Earth-616"
"521140","Elena King ","Secret","Bad","No info","Black","Female","No","Living",1,"2046-09","Marvel","Earth-616"
"521160","Hybrid ","Secret","Neutral","White","No","Agender","No","Living",10,"1996-01","Marvel","Earth-616"
"521180","Calavera ","Public","Bad","Black","White","Male","No","Living",2,"2011-05","Marvel","Earth-616"
"521245","Arnold Ogley ","Secret","Bad","No info","Brown","Male","No","Deceased",1,"2046-09","Marvel","Earth-616"
"521248","House Killer ","Secret","Bad","No info","Black","Male","No","Living",1,"2046-09","Marvel","Earth-616"
"521360","Queen of Crime ","Secret","Bad","No info","Red","Female","No","Living",1,"2046-09","Marvel","Earth-616"
"521363","Headless Man ","Secret","Bad","No info","Black","Male","No","Living",1,"2046-09","Marvel","Earth-616"
"521365","Ted Banning ","No Dual","Good","No info","Brown","Male","No","Living",6,"2046-09","Marvel","Earth-616"
"521367","Louis Remiens ","Secret","Bad","No info","Blond","Male","No","Living",8,"2046-09","Marvel","Earth-616"
"521370","Mary Varnheim ","Public","Bad","No info","Red","Female","No","Living",6,"2046-09","Marvel","Earth-616"
"521372","James Ilse ","Public","Bad","No info","White","Male","No","Deceased",4,"2046-09","Marvel","Earth-616"
"521374","Mrs. Ilse ","Public","Bad","No info","Brown","Female","No","Living",3,"2046-09","Marvel","Earth-616"
"052165","Melissa Greville ","Public","No info","Blue","Blond","Female","No","Living",35,"1976-08","Marvel","Earth-616"
"521763","Morla ","Public","Bad","No info","Black","Female","No","Deceased",1,"2046-09","Marvel","Earth-616"
"521766","Roger Sharmine ","Secret","Bad","No info","Black","Male","No","Living",1,"2046-09","Marvel","Earth-616"
"521850","Phillip Coulson ","No Dual","Good","Blue","Brown","Male","No","Living",49,"2012-01","Marvel","Earth-616"
"521855","Kwai Jun-Fan ","No info","Good","No info","Black","Male","No","Deceased",4,"2008-09","Marvel","Earth-616"
"521862","Quan Yaozu ","No info","Good","No info","Black","Male","No","Living",4,"2009-03","Marvel","Earth-616"
"521914","Snipe Gooligan ","Public","Good","No info","Brown","Male","No","Living",2,"2046-11","Marvel","Earth-616"
"521919","Ed Fallon ","No info","Bad","No info","Brown","Male","No","Living",1,"2046-11","Marvel","Earth-616"
"521921","Amazo ","No info","Bad","No info","Black","Male","No","Living",1,"2046-11","Marvel","Earth-616"
"521962","Bei Bang-Wen ","No info","Good","Blue","Bald","Male","No","Living",2,"2007-03","Marvel","Earth-616"
"522006","Seeker ","Public","Neutral","Black","Black","Male","No","Living",7,"2011-09","Marvel","Earth-616"
"522024","Jonathan Ware ","Secret","Bad","No info","Black","Male","No","Living",1,"2046-12","Marvel","Earth-616"
"522027","Doctor Feerce ","Public","Bad","No info","Black","Male","No","Deceased",1,"2046-12","Marvel","Earth-616"
"522029","Elise Winters ","No info","Bad","No info","Blond","Female","No","Deceased",5,"2046-11","Marvel","Earth-616"
"522030","Rex Herr ","Public","Bad","No info","Black","Male","No","Living",8,"2046-11","Marvel","Earth-616"
"522094","Buck Lime ","No Dual","Good","No info","No info","Male","No","Living",9,"2011-09","Marvel","Earth-616"
"522100","Mother ","Secret","Neutral","White","White","Female","No","Living",4,"2002-09","Marvel","Earth-616"
"522128","Nurse Fester ","No info","Bad","Blue","Blond","Female","No","Living",7,"2010-02","Marvel","Earth-616"
"522132","Rot's Creations ","No info","Bad","No info","No","No info","No","Living",1,"2012-06","Marvel","Earth-616"
"522263","Doris Raxton ","No info","No info","No info","No info","Female","No","Living",3,"2065-09","Marvel","Earth-616"
"522509","Legate ","Secret","Bad","Red","Black","Male","No","Living",1,"2011-11","Marvel","Earth-616"
"052258","David Hilbert ","Public","Bad","No info","Blond","Male","No","Living",6,"1987-02","Marvel","Earth-616"
"522591","Senator Mushbell ","Public","Bad","No info","White","Male","No","Living",2,"2046-09","Marvel","Earth-616"
"522609","False Face ","Secret","Bad","No info","Bald","Male","No","Living",1,"2046-12","Marvel","Earth-616"
"052264","Lotus Newmark ","No info","Bad","Green","Black","Female","No","Living",22,"1990-03","Marvel","Earth-616"
"052271","W'Kabi ","Public","Good","Brown","Black","Male","No","Deceased",1,"2069-03","Marvel","Earth-616"
"052275","Swordsman ","Secret","Bad","No info","No info","Male","No","Deceased",11,"1996-11","Marvel","Earth-616"
"522778","Ivan Trevkov ","Public","Bad","No info","Bald","Male","No","Deceased",11,"1992-06","Marvel","Earth-616"
"522823","Keemia Alvarado ","Secret","Neutral","Black","Black","Female","No","Living",4,"2010-02","Marvel","Earth-616"
"522945","George Munson ","Public","Bad","No info","Brown","Male","No","Living",1,"2046-12","Marvel","Earth-616"
"522987","Dmitri Petrovich ","Public","Bad","Blue","Bald","Male","No","Living",12,"1992-06","Marvel","Earth-616"
"522992","Karl Striklan ","Secret","Good","No info","Brown","Male","No","Living",33,"1991-05","Marvel","Earth-616"
"523255","Fritz Sablinova ","Secret","Bad","No info","Grey","Male","No","Deceased",6,"1993-01","Marvel","Earth-616"
"523475","Benjamin Donovan, Jr. ","No info","Good","No info","Black","Male","No","Living",2,"2008-09","Marvel","Earth-616"
"523511","Anastasia Sablinova ","No Dual","Good","No info","Blond","Female","No","Living",7,"1992-06","Marvel","Earth-616"
"523600","Sigurd ","Secret","Good","Brown","Black","Male","No","Living",9,"2012-01","Marvel","Earth-616"
"523753","Fongji Wu ","Secret","Good","Green","Red","Female","No","Living",4,"2012-06","Marvel","Earth-616"
"523844","Andre ","No Dual","Bad","No info","No info","Male","No","Living",1,"1992-06","Marvel","Earth-616"
"523847","Yoyo ","Public","Bad","No info","No info","Male","No","Living",1,"1992-06","Marvel","Earth-616"
"523848","Holmes ","Public","Bad","No info","No info","Male","No","Living",1,"1992-06","Marvel","Earth-616"
"524106","Anna ","No Dual","Good","Blue","Blond","Female","No","Living",3,"1992-06","Marvel","Earth-616"
"524114","Boss ","No info","Bad","No info","Black","Male","No","Living",1,"2067-06","Marvel","Earth-616"
"524128","Vera Vidal ","Secret","No info","Green","White","Female","No","Living",3,"2007-11","Marvel","Earth-616"
"524165","Prester Omega ","Secret","Neutral","Blue","No info","Male","No","Living",6,"2012-03","Marvel","Earth-616"
"524172","Roy Clark ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-01","Marvel","Earth-616"
"524178","Velasquesa ","Public","Bad","No info","White","Male","No","Deceased",4,"2047-01","Marvel","Earth-616"
"524185","Quentin Ford ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-01","Marvel","Earth-616"
"524197","Ernst Erskine ","Secret","Neutral","Green","White","Male","No","Living",6,"2007-07","Marvel","Earth-616"
"524215","Barko ","Secret","Neutral","No info","No info","Male","No","Living",3,"2007-11","Marvel","Earth-616"
"524216","Shadu the Shady ","Secret","Neutral","No info","Black","Male","No","Living",3,"2007-11","Marvel","Earth-616"
"524231","Seamus MacGillicuddy ","Secret","Neutral","No info","Red","Male","No","Living",3,"2007-11","Marvel","Earth-616"
"524304","Lorna Kleinfeldt ","Public","Good","No info","Grey","Female","No","Living",14,"1992-06","Marvel","Earth-616"
"524326","Red Skull ","Secret","Bad","No info","No info","Male","No","Deceased",2,"2047-03","Marvel","Earth-616"
"524331","Kelsey Riordan ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-03","Marvel","Earth-616"
"524337","Silas Stevens ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-03","Marvel","Earth-616"
"524340","Laughing Boy ","Secret","Bad","No info","Grey","Male","No","Living",1,"2047-03","Marvel","Earth-616"
"052437","Laura Russell ","No Dual","No info","Blue","Red","Female","No","Deceased",5,"1972-02","Marvel","Earth-616"
"524390","Redcoat ","Secret","Bad","No info","White","Male","No","Deceased",1,"2047-03","Marvel","Earth-616"
"524467","Samantha Powell ","Public","Neutral","Grey","Red","Female","No","Living",6,"1993-08","Marvel","Earth-616"
"052447","Khan ","No info","Bad","No info","Bald","Male","No","Living",1,"1998-11","Marvel","Earth-616"
"524504","Edgar Elliot ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-03","Marvel","Earth-616"
"524602","Jonathan Lee ","Public","Bad","No info","Black","Male","No","Living",7,"1992-07","Marvel","Earth-616"
"524760","Rocco Castiglione ","Public","Neutral","Blue","White","Male","No","Living",1,"1990-12","Marvel","Earth-616"
"524763","Esmerelda Castiglione ","Public","Neutral","No info","White","Female","No","Living",1,"1990-12","Marvel","Earth-616"
"524830","Charlie Chainsaw ","No info","Bad","Brown","Brown","Male","No","Living",6,"2009-12","Marvel","Earth-616"
"524973","Furman ","Secret","No info","No info","No info","Male","No","Living",2,"1993-03","Marvel","Earth-616"
"524999","Robert Bruce Banner ","Public","Bad","Brown","Brown","Male","No","Deceased",1,"2011-12","Marvel","Earth-616"
"525159","Jacques Girard ","Public","No info","Brown","Black","Male","No","Living",10,"1993-01","Marvel","Earth-616"
"525228","Franz Lubischt ","Public","Bad","Black","No","Male","No","Living",2,"1993-01","Marvel","Earth-616"
"525301","Gattling ","Secret","No info","No info","Blond","Male","No","Living",2,"1992-07","Marvel","Earth-616"
"525316","Roger Vane ","No info","No info","No info","Brown","Male","No","Living",1,"2068-12","Marvel","Earth-616"
"525671","Loc Do ","Public","Bad","Grey","Black","Male","No","Deceased",4,"1974-08","Marvel","Earth-616"
"525873","Donald Smithfield ","Public","Good","No info","Grey","Male","No","Living",2,"1992-07","Marvel","Earth-616"
"052594","Tomas Dlurga ","Public","Good","No info","Black","Male","No","Living",4,"2001-12","Marvel","Earth-616"
"052599","Elise Bloodstone ","Public","Neutral","No info","Black","Female","No","Deceased",4,"2001-12","Marvel","Earth-616"
"526072","Mario Castiglione ","Public","Neutral","No info","No info","Male","No","Living",1,"1986-01","Marvel","Earth-616"
"526142","Savage ","Secret","Good","Black","No","Male","No","Living",4,"2012-04","Marvel","Earth-616"
"052615","Victor Frankenstein ","Public","Neutral","Blue","Brown","Male","No","Living",19,"2069-08","Marvel","Earth-616"
"526151","George Chesterford ","Public","Bad","No info","Brown","Male","No","Living",1,"1992-08","Marvel","Earth-616"
"526243","Helen Cho ","No info","Good","No info","No info","Female","No","Living",1,"2009-11","Marvel","Earth-616"
"526247","Philip Cho ","No info","Good","No info","No info","Male","No","Living",1,"2009-11","Marvel","Earth-616"
"526248","Madame Curie Cho ","Public","Good","Brown","Black","Female","No","Living",1,"2009-11","Marvel","Earth-616"
"526278","Maxwell Wilson ","Public","Bad","Black","Black","Male","No","Living",1,"1992-08","Marvel","Earth-616"
"526301","Baron Frankenstein ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-06","Marvel","Earth-616"
"526303","Sidney Onselm ","Secret","Bad","No info","Bald","Male","No","Living",1,"2047-06","Marvel","Earth-616"
"526337","Victor von Doom ","Secret","Bad","Red","No info","Male","No","Living",2,"1992-09","Marvel","Earth-616"
"526479","William Baker ","Secret","Bad","No info","Brown","Male","No","Living",1,"1992-09","Marvel","Earth-616"
"526587","Ryan Ralston ","No Dual","Good","Brown","Brown","Male","No","Living",3,"2010-08","Marvel","Earth-616"
"526638","Cathode ","Secret","Bad","No info","Black","Female","No","Living",2,"1992-11","Marvel","Earth-616"
"526675","Laurie Lynton ","Public","Good","Blue","Blond","Female","No","Living",8,"2005-06","Marvel","Earth-616"
"526752","Spectacles ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-06","Marvel","Earth-616"
"526895","Inorganic Technotroid ","No info","No info","No info","No info","No info","No","Living",1,"1991-02","Marvel","Earth-616"
"526897","Alfred Coppersmith ","No Dual","Bad","No info","Brown","Male","No","Deceased",3,"1988-08","Marvel","Earth-616"
"526965","Kenneth Stanton ","Secret","Bad","No info","White","Male","No","Living",1,"2047-07","Marvel","Earth-616"
"526976","Nancy Ridley ","Public","Good","No info","No info","Female","No","Deceased",3,"2007-01","Marvel","Earth-616"
"527015","Director Gruenwald ","No info","No info","No info","Brown","Male","No","Living",8,"2008-11","Marvel","Earth-616"
"527024","Charlie ","No info","Bad","No info","No info","Male","No","Living",11,"2063-07","Marvel","Earth-616"
"527148","Porky Potter ","Public","Bad","No info","Bald","Male","No","Deceased",1,"2047-09","Marvel","Earth-616"
"527203","Sparkles Labelle ","Public","Bad","No info","Black","Female","No","Living",1,"2047-10","Marvel","Earth-616"
"527205","King Leer ","Public","Bad","No info","Black","Male","No","Living",1,"2047-10","Marvel","Earth-616"
"527208","Acrobat ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-10","Marvel","Earth-616"
"527391","Thief of Bagdad ","Public","Bad","No info","Black","Male","No","Living",1,"2047-10","Marvel","Earth-616"
"527394","Sari Tartar ","Public","Bad","No info","Black","No info","No","Living",1,"2047-10","Marvel","Earth-616"
"527397","Abara and Cadabra ","Secret","Bad","No info","Black","Male","No","Living",1,"2047-10","Marvel","Earth-616"
"527399","Oracle ","Secret","Bad","No info","White","Male","No","Living",1,"2047-10","Marvel","Earth-616"
"052830","Wernher von Blitzschlag ","Public","Neutral","Blue","White","Male","No","Living",35,"2007-05","Marvel","Earth-616"
"052832","Abigail Boylen ","Known to Authorities","Good","Blue","Blond","Female","No","Living",40,"2007-05","Marvel","Earth-616"
"528509","Pit Bull ","Secret","Bad","Brown","Grey","Male","No","Living",1,"2012-07","Marvel","Earth-616"
"528526","Su ","No info","No info","Black","Bald","Male","No","Living",2,"1970-09","Marvel","Earth-616"
"528616","Juanita Lopez ","No info","Neutral","Brown","Black","Female","No","Living",1,"1981-01","Marvel","Earth-616"
"528699","Dennis Wells ","No info","Good","Brown","Brown","Male","No","Living",4,"2012-06","Marvel","Earth-616"
"052880","Lucas Cross ","No info","Bad","Brown","Bald","Male","No","Living",10,"2006-11","Marvel","Earth-616"
"005289","Maht Pacle ","Secret","No info","White","Black","Male","No","Living",8,"1987-10","Marvel","Earth-616"
"528983","Wilhelm Schultz ","No Dual","Bad","No info","White","Male","No","Deceased",1,"1993-02","Marvel","Earth-616"
"005290","Ocelot ","Secret","Neutral","No info","No info","Male","No","Living",2,"1993-03","Marvel","Earth-616"
"529198","Ed McMahon ","Public","Neutral","No info","Brown","Male","No","Living",4,"2067-07","Marvel","Earth-616"
"529200","David Brinkley ","Public","Neutral","No info","Grey","Male","No","Living",3,"2067-07","Marvel","Earth-616"
"529204","Chet Huntley ","Public","Neutral","No info","Brown","Male","No","Living",5,"2067-07","Marvel","Earth-616"
"052927","Herman Zemo ","Public","Bad","Blue","Brown","Male","No","Deceased",2,"2007-06","Marvel","Earth-616"
"529273","Leviathan ","Secret","Bad","Blue","No info","Male","No","Living",4,"1993-03","Marvel","Earth-616"
"052931","Hobart Zemo ","Public","Neutral","Blue","Blond","Male","No","Deceased",1,"2007-06","Marvel","Earth-616"
"529326","Phil Donahue ","Public","Neutral","No info","White","Male","No","Living",1,"1993-11","Marvel","Earth-616"
"052941","Herbert Zemo ","Public","Bad","Blue","Blond","Male","No","Deceased",1,"2007-05","Marvel","Earth-616"
"529485","Cassandra ","Secret","Bad","No info","Black","Female","No","Living",2,"1993-04","Marvel","Earth-616"
"529501","Julia Caputo ","Public","Good","Blue","Red","Female","No","Living",11,"1994-08","Marvel","Earth-616"
"052956","Helmuth Zemo ","Public","Bad","Blue","Brown","Male","No","Deceased",1,"2007-05","Marvel","Earth-616"
"052957","Hackett Zemo ","Public","Neutral","No info","Blond","Male","No","Deceased",1,"2007-05","Marvel","Earth-616"
"052984","Alfredo Morelli ","Secret","Bad","Blue","Blond","Male","No","Living",20,"1986-11","Marvel","Earth-616"
"529911","Stillface ","Secret","Bad","No info","Brown","Male","No","Living",1,"2047-12","Marvel","Earth-616"
"529915","Sultan of Bangook ","Public","Bad","No info","Black","Male","No","Living",1,"2047-12","Marvel","Earth-616"
"529921","Matador ","Secret","Bad","No info","Black","Male","No","Deceased",1,"2048-01","Marvel","Earth-616"
"529923","Jester II ","Secret","Bad","No info","Black","Male","No","Living",1,"2048-01","Marvel","Earth-616"
"529971","Douglas Rockwell ","No info","Bad","No info","White","Male","No","Living",6,"1987-07","Marvel","Earth-616"
"530046","White Flower ","Secret","Bad","No info","Red","Female","No","Living",1,"2047-12","Marvel","Earth-616"
"530056","Ross Palmer ","Secret","Bad","No info","Brown","Male","No","Living",1,"2047-12","Marvel","Earth-616"
"530058","Henry Oliver ","Public","Bad","No info","Orange","Male","No","Living",1,"2047-12","Marvel","Earth-616"
"530070","Gregory Slivovitz ","Secret","Bad","No info","Brown","Male","No","Living",2,"1994-08","Marvel","Earth-616"
"530071","Murder ","Secret","Bad","No info","Black","Female","No","Living",2,"1994-08","Marvel","Earth-616"
"530072","Strangler ","Secret","Bad","No info","No info","Male","No","Living",2,"1994-08","Marvel","Earth-616"
"530073","Maxov ","Secret","Bad","No info","Red","Male","No","Living",1,"1994-09","Marvel","Earth-616"
"530074","Dante ","Secret","Bad","No info","No info","Male","No","Living",1,"1994-11","Marvel","Earth-616"
"530075","Planner ","Secret","Bad","No info","No info","Male","No","Deceased",1,"1994-09","Marvel","Earth-616"
"530076","Thera ","Secret","Bad","No info","Black","Female","No","Deceased",2,"1994-09","Marvel","Earth-616"
"530077","Herb ","Secret","Bad","No info","No info","Male","No","Deceased",1,"1994-08","Marvel","Earth-616"
"530078","Leo ","Secret","Bad","No info","No info","Male","No","Deceased",1,"1994-08","Marvel","Earth-616"
"053008","Terrance Ward ","Known to Authorities","Good","Brown","Black","Male","No","Living",29,"2007-05","Marvel","Earth-616"
"530091","Charles J. Wentworth ","Secret","Bad","White","No","Male","No","Living",1,"2061-09","Marvel","Earth-616"
"053013","Franklin Roosevelt ","No Dual","No info","No info","No info","Male","No","Deceased",37,"2040-08","Marvel","Earth-616"
"530198","Harold McGee ","Public","No info","No info","Red","Male","No","Deceased",2,"1990-07","Marvel","Earth-616"
"530262","Oculus ","Secret","Neutral","No info","Black","Male","No","Living",1,"1997-09","Marvel","Earth-616"
"530267","Malcolm Codsworth ","Public","Neutral","No info","Red","Male","No","Living",1,"1992-04","Marvel","Earth-616"
"530329","Jane Thorne ","Secret","Neutral","No info","No info","Female","No","Living",23,"1989-11","Marvel","Earth-616"
"530544","Latisha Arnold ","Public","Bad","Brown","Black","Male","No","Living",3,"1994-02","Marvel","Earth-616"
"005308","Oscar Kincaid, Jr. ","No info","No info","No info","No info","Male","No","Living",1,"1976-12","Marvel","Earth-616"
"530800","Turtle ","Secret","Bad","No info","Brown","Male","No","Living",1,"2048-02","Marvel","Earth-616"
"530803","Blackbeard ","Secret","Bad","No info","Black","Male","No","Living",1,"2048-02","Marvel","Earth-616"
"530805","Eric Kesselwolfe ","Public","Bad","No info","Brown","Male","No","Living",1,"2048-02","Marvel","Earth-616"
"530806","Omar and his Dummy ","Public","Bad","No info","Brown","No info","No","Living",1,"2048-02","Marvel","Earth-616"
"530817","Cyclone ","Public","Good","No info","No info","Male","No","Living",95,"2048-03","Marvel","Earth-616"
"530990","Lenora Moore ","Secret","Bad","No info","Brown","Female","No","Living",1,"2048-04","Marvel","Earth-616"
"530993","Skip McCoy ","Public","Good","No info","Blond","Male","No","Living",12,"2048-04","Marvel","Earth-616"
"530997","Professor Wagstaff ","Secret","Bad","No info","White","Male","No","Living",1,"2048-04","Marvel","Earth-616"
"053105","Diableri ","No info","No info","No info","Black","Male","No","Deceased",1,"2007-05","Marvel","Earth-616"
"531051","Hal Goldman ","No info","No info","Brown","Brown","Male","No","Living",2,"1990-07","Marvel","Earth-616"
"053106","Antiphon ","No info","No info","No info","No info","No info","No","Deceased",1,"2007-05","Marvel","Earth-616"
"005311","Sam Matonabbe ","Secret","Good","No info","Black","Male","No","Deceased",7,"2000-11","Marvel","Earth-616"
"531115","Etta Langstrom ","Secret","Bad","No info","No info","Female","No","Living",2,"1997-10","Marvel","Earth-616"
"531118","Isabel Ferguson ","Secret","Good","Blue","Black","Female","No","Living",5,"1997-09","Marvel","Earth-616"
"531125","Seer ","Secret","Bad","No info","White","Male","No","Deceased",1,"1998-06","Marvel","Earth-616"
"531166","Asahiri Aoki ","Secret","Bad","No info","Auburn","Female","No","Living",4,"2004-05","Marvel","Earth-616"
"531169","Gunther Herschein ","Secret","Bad","No info","Blond","Male","No","Deceased",2,"2004-05","Marvel","Earth-616"
"531175","Tuatola T'Tuana Timon ","Secret","Bad","No info","Black","Male","No","Deceased",1,"2004-05","Marvel","Earth-616"
"531564","Maurice Grauline ","Public","Bad","No info","Brown","Male","No","Living",1,"1994-02","Marvel","Earth-616"
"531608","Shade ","Secret","Bad","Brown","Black","Male","No","Living",4,"1981-11","Marvel","Earth-616"
"532006","Wally Layton ","No Dual","Good","Grey","Brown","Male","Homosexual","Living",17,"2012-03","Marvel","Earth-616"
"532008","Donald Meland ","No Dual","Good","Hazel","Reddish Blond","Male","Homosexual","Living",15,"2012-03","Marvel","Earth-616"
"532015","Flower ","Secret","Bad","Orange","Black","Female","No","Living",3,"2012-06","Marvel","Earth-616"
"053202","Alexi Skarab ","No Dual","No info","Brown","Brown","Male","No","Living",9,"1973-08","Marvel","Earth-616"
"532032","Malik Shippinsky ","Secret","Good","No info","Brown","Male","No","Living",3,"1998-07","Marvel","Earth-616"
"532080","Frank Ensign ","No info","Good","No info","Brown","Male","No","Living",2,"1989-12","Marvel","Earth-616"
"532095","Alpha Achromic ","No Dual","Good","No info","No info","Male","No","Living",1,"2012-08","Marvel","Earth-616"
"532096","Gareth Cargill ","Public","Neutral","Brown","Black","Male","No","Deceased",1,"2012-08","Marvel","Earth-616"
"532378","Gregson Grant ","No info","Neutral","No info","No info","Male","No","Living",2,"1972-11","Marvel","Earth-616"
"532379","William Nelson ","Public","Good","Blue","Brown","Male","No","Deceased",3,"1972-11","Marvel","Earth-616"
"532405","Shara ","Public","Good","No info","No info","Female","No","Deceased",1,"1990-12","Marvel","Earth-616"
"532561","Kashmir Vennema ","No info","Bad","No info","Black","Female","No","Living",11,"2012-06","Marvel","Earth-616"
"005327","Randall Darby ","Secret","Bad","Blue","Grey","Male","No","Living",21,"1977-11","Marvel","Earth-616"
"532724","Cynthia ","Public","Good","Blue","Blond","Female","No","Living",1,"1976-07","Marvel","Earth-616"
"532725","Molecule Person ","Public","Bad","Blue","Blond","No info","No","Living",1,"1976-07","Marvel","Earth-616"
"532726","Version of the Molecule Man ","Public","Bad","Red","No","No info","No","Living",1,"1976-07","Marvel","Earth-616"
"005328","Roland Rayburn ","Public","Bad","Blue","Blond","Male","No","Deceased",7,"1988-02","Marvel","Earth-616"
"532835","Harvester ","Secret","Bad","No info","No info","Male","No","Deceased",4,"2012-05","Marvel","Earth-616"
"532836","Smithy ","Secret","Bad","Brown","Brown","Male","No","Deceased",5,"2012-05","Marvel","Earth-616"
"532962","Theodore LeSeig ","Secret","Bad","No info","Bald","Male","No","Deceased",1,"1990-12","Marvel","Earth-616"
"532976","Damon Malone ","Secret","Bad","No info","Red","Male","No","Deceased",1,"2048-03","Marvel","Earth-616"
"053298","Cheesecake ","Secret","No info","Green","Black","Female","No","Living",5,"2007-03","Marvel","Earth-616"
"532982","Doctor Macabre ","Public","Bad","No info","Black","Male","No","Living",1,"2048-03","Marvel","Earth-616"
"532994","Slim Smith ","Public","Good","No info","Brown","Male","No","Living",7,"2048-03","Marvel","Earth-616"
"053301","Barak ","Secret","Bad","White","Black","Male","No","Living",4,"1997-03","Marvel","Earth-616"
"053308","Roger Brokeridge ","Secret","Neutral","Green","Blond","Male","No","Living",42,"2007-05","Marvel","Earth-616"
"053313","Godzilla ","No Dual","Neutral","Red","No","Male","No","Deceased",33,"1977-08","Marvel","Earth-616"
"053314","Manx ","Secret","Neutral","No info","Brown","Male","No","Living",2,"1993-12","Marvel","Earth-616"
"053319","Seth Phalkon ","Public","Bad","No info","Auburn","Male","No","Living",2,"1993-12","Marvel","Earth-616"
"533191","Rok ","Public","Good","No info","No info","Male","No","Living",1,"1995-05","Marvel","Earth-616"
"053353","Visalia ","Public","Good","Green","Blond","Female","No","Living",2,"2000-05","Marvel","Earth-616"
"533891","Bogart Jeffries ","No Dual","Neutral","No info","Brown","Male","No","Living",3,"1994-11","Marvel","Earth-616"
"534137","Trenton Sanders ","Public","Bad","No info","Black","Male","No","Living",3,"1994-01","Marvel","Earth-616"
"534239","Fletcher ","Public","Good","No info","Grey","Female","No","Living",2,"1994-12","Marvel","Earth-616"
"534267","Harry Key ","Public","Bad","No info","Red","Male","No","Living",10,"1976-07","Marvel","Earth-616"
"534268","Scrounger ","Secret","Neutral","Black","Black","Male","No","Living",4,"1976-07","Marvel","Earth-616"
"534273","Ixchel ","Public","No info","No info","Black","Female","No","Living",5,"2012-08","Marvel","Earth-616"
"534277","Camazotz ","No info","No info","No info","No info","Male","No","Living",4,"2012-08","Marvel","Earth-616"
"534281","Tohil ","No info","No info","No info","No info","Male","No","Living",4,"2012-08","Marvel","Earth-616"
"534285","Yum Kaax ","No info","No info","Green","No info","Male","No","Living",4,"2012-08","Marvel","Earth-616"
"534289","Jacawitz ","No info","No info","No info","No info","Male","No","Living",4,"2012-08","Marvel","Earth-616"
"534441","Andrew Jackson Hawk ","No Dual","No info","No info","Black","Male","No","Living",7,"1977-02","Marvel","Earth-616"
"534478","Leonid Novokov ","No info","Bad","No info","Black","Male","No","Living",10,"2012-08","Marvel","Earth-616"
"534485","Jonathan Rich ","Public","Neutral","Green","Black","Male","No","Living",5,"1977-02","Marvel","Earth-616"
"534509","Victoria von Frankenstein ","Public","Good","Grey","Black","Female","No","Living",13,"1975-09","Marvel","Earth-616"
"534514","Canyon Pete ","Public","Bad","No info","Black","Male","No","Deceased",1,"2048-06","Marvel","Earth-616"
"534519","Red Coyote ","Public","Bad","No info","Black","Male","No","Deceased",1,"2048-06","Marvel","Earth-616"
"534576","Ignatius Fowler ","Public","Bad","No info","Grey","Male","No","Living",1,"2048-07","Marvel","Earth-616"
"534581","Tattler ","Public","Bad","No info","Brown","Male","No","Living",1,"2048-07","Marvel","Earth-616"
"534599","Mister Zrr ","Secret","Good","No info","White","Male","No","Living",1,"2048-07","Marvel","Earth-616"
"053460","Frankenstein's Monster ","Secret","Bad","White","No","No info","No","Deceased",1,"2069-08","Marvel","Earth-616"
"534609","Ted Sparks ","Secret","Good","No info","Blond","Male","No","Living",1,"2048-07","Marvel","Earth-616"
"053471","Roland Hamilton ","Public","No info","Brown","Brown","Male","No","Deceased",10,"1972-05","Marvel","Earth-616"
"534714","Silas Mourner ","No info","No info","No info","No info","Male","No","Deceased",7,"1977-01","Marvel","Earth-616"
